"","X1","unitid","year","fips","opeid","inst_name_fsa","loan_type","loan_recipients_unitid","num_loans_disbursed_unitid","num_loans_originated_unitid","value_loans_originated_unitid","value_loan_disbursements_unitid","loan_recipients_opeid","num_loans_disbursed_opeid","num_loans_originated_opeid","value_loans_originated_opeid","value_loan_disbursements_opeid","allocation_flag","combined_flag","other_assoc_opeids","hbcu"
"129",15956,101435,2017,"Alabama","00101900","HUNTINGDON COLLEGE","Direct Loan Parent PLUS",223,432,223,2643588,2643588,223,432,223,2643588,2643588,"No","No",NA,"No"
"130",15957,101435,2017,"Alabama","00101900","HUNTINGDON COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"131",15958,101435,2017,"Alabama","00101900","HUNTINGDON COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"132",15959,101435,2017,"Alabama","00101900","HUNTINGDON COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"133",15960,101435,2017,"Alabama","00101900","HUNTINGDON COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"134",15961,101453,2017,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"135",15962,101453,2017,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",2,4,2,7000,7000,2,4,2,7000,7000,"No","No",NA,"No"
"136",15963,101453,2017,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"137",15964,101453,2017,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"138",15965,101453,2017,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"139",15966,101453,2017,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"140",15967,101453,2017,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"141",15968,101480,2017,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"142",15969,101480,2017,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",3205,6130,3517,12688902,12688902,3205,6130,3517,12688902,12688902,"No","No",NA,"No"
"143",15970,101480,2017,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Direct Loan Parent PLUS",433,807,471,3904027,3904027,433,807,471,3904027,3904027,"No","No",NA,"No"
"144",15971,101480,2017,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"145",15972,101480,2017,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"146",15973,101480,2017,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"147",15974,101480,2017,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"148",15975,101505,2017,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"149",15976,101505,2017,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1297,2389,1428,3041043,3041043,1297,2389,1428,3041043,3041043,"No","No",NA,"No"
"150",15977,101505,2017,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"151",15978,101505,2017,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"152",15979,101505,2017,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"153",15980,101505,2017,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"154",15981,101505,2017,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"155",15982,101514,2017,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"156",15983,101514,2017,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1902,3196,1923,6065566,6065566,1902,3196,1923,6065566,6065566,"No","No",NA,"No"
"157",15984,101514,2017,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Direct Loan Parent PLUS",24,43,24,100440,100440,24,43,24,100440,100440,"No","No",NA,"No"
"158",15985,101514,2017,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"159",15986,101514,2017,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"160",15987,101514,2017,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"161",15988,101514,2017,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"162",15989,101541,2017,"Alabama","00102300","JUDSON COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"163",15990,101541,2017,"Alabama","00102300","JUDSON COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",240,429,253,880567,880567,240,429,253,880567,880567,"No","No",NA,"No"
"164",15991,101541,2017,"Alabama","00102300","JUDSON COLLEGE","Direct Loan Parent PLUS",50,125,62,494851,494851,50,125,62,494851,494851,"No","No",NA,"No"
"165",15992,101541,2017,"Alabama","00102300","JUDSON COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"166",15993,101541,2017,"Alabama","00102300","JUDSON COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"167",15994,101541,2017,"Alabama","00102300","JUDSON COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"168",15995,101541,2017,"Alabama","00102300","JUDSON COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"169",15996,101587,2017,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"170",15997,101587,2017,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",1545,3009,1748,5615177,5615177,1545,3009,1748,5615177,5615177,"No","No",NA,"No"
"171",15998,101587,2017,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Direct Loan Parent PLUS",439,811,468,4962396,4962396,439,811,468,4962396,4962396,"No","No",NA,"No"
"172",15999,101587,2017,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"173",16000,101587,2017,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"174",16001,101587,2017,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"175",16002,101587,2017,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"176",16003,101648,2017,"Alabama","00102600","MARION MILITARY INSTITUTE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"177",16004,101648,2017,"Alabama","00102600","MARION MILITARY INSTITUTE","Unsubsidized Direct Loan&ndash,Undergraduate",200,666,334,700455,700455,200,666,334,700455,700455,"No","No",NA,"No"
"178",16005,101648,2017,"Alabama","00102600","MARION MILITARY INSTITUTE","Direct Loan Parent PLUS",45,132,68,238315,238315,45,132,68,238315,238315,"No","No",NA,"No"
"179",16006,101648,2017,"Alabama","00102600","MARION MILITARY INSTITUTE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"180",16007,101648,2017,"Alabama","00102600","MARION MILITARY INSTITUTE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"181",16008,101648,2017,"Alabama","00102600","MARION MILITARY INSTITUTE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"182",16009,101648,2017,"Alabama","00102600","MARION MILITARY INSTITUTE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"183",16010,101675,2017,"Alabama","00102800","MILES COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"184",16011,101675,2017,"Alabama","00102800","MILES COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1627,4164,2271,5815201,5815201,1627,4164,2271,5815201,5815201,"No","No",NA,"Yes"
"185",16012,101675,2017,"Alabama","00102800","MILES COLLEGE","Direct Loan Parent PLUS",426,913,487,3212205,3212205,426,913,487,3212205,3212205,"No","No",NA,"Yes"
"186",16013,101675,2017,"Alabama","00102800","MILES COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"187",16014,101675,2017,"Alabama","00102800","MILES COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"188",16015,101675,2017,"Alabama","00102800","MILES COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"189",16016,101675,2017,"Alabama","00102800","MILES COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"190",16017,101693,2017,"Alabama","00102900","UNIVERSITY OF MOBILE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"191",16018,101693,2017,"Alabama","00102900","UNIVERSITY OF MOBILE","Unsubsidized Direct Loan&ndash,Undergraduate",914,1935,1027,3678014,3678014,914,1935,1027,3678014,3678014,"No","No",NA,"No"
"192",16019,101693,2017,"Alabama","00102900","UNIVERSITY OF MOBILE","Direct Loan Parent PLUS",169,377,188,2182260,2182260,169,377,188,2182260,2182260,"No","No",NA,"No"
"193",16020,101693,2017,"Alabama","00102900","UNIVERSITY OF MOBILE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"194",16021,101693,2017,"Alabama","00102900","UNIVERSITY OF MOBILE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"195",16022,101693,2017,"Alabama","00102900","UNIVERSITY OF MOBILE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"196",16023,101693,2017,"Alabama","00102900","UNIVERSITY OF MOBILE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"197",16024,101709,2017,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"198",16025,101709,2017,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Unsubsidized Direct Loan&ndash,Undergraduate",1264,2616,1413,4642394,4642394,1264,2616,1413,4642394,4642394,"No","No",NA,"No"
"199",16026,101709,2017,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Direct Loan Parent PLUS",269,602,323,3045073,3045073,269,602,323,3045073,3045073,"No","No",NA,"No"
"200",16027,101709,2017,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"201",16028,101709,2017,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"202",16029,101709,2017,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"203",16030,101709,2017,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"204",16031,101736,2017,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"205",16032,101736,2017,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",545,1008,559,1986334,1986334,545,1008,559,1986334,1986334,"No","No",NA,"No"
"206",16033,101736,2017,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"207",16034,101736,2017,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"208",16035,101736,2017,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"209",16036,101736,2017,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"210",16037,101736,2017,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"211",16038,101879,2017,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"212",16039,101879,2017,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",2740,5677,2991,10240921,10240921,2740,5677,2991,10240921,10240921,"No","No",NA,"No"
"213",16040,101879,2017,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Direct Loan Parent PLUS",513,1156,593,5257628,5257628,513,1156,593,5257628,5257628,"No","No",NA,"No"
"214",16041,101879,2017,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"215",16042,101879,2017,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"216",16043,101879,2017,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"217",16044,101879,2017,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"218",16045,101897,2017,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"219",16046,101897,2017,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",166,460,236,483787,483787,166,460,236,483787,483787,"No","No",NA,"No"
"220",16047,101897,2017,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"221",16048,101897,2017,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"222",16049,101897,2017,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"223",16050,101897,2017,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"224",16051,101897,2017,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"225",16052,101912,2017,"Alabama","00103300","OAKWOOD UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"226",16053,101912,2017,"Alabama","00103300","OAKWOOD UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1167,2490,1331,4229995,4229995,1167,2490,1331,4229995,4229995,"No","No",NA,"Yes"
"227",16054,101912,2017,"Alabama","00103300","OAKWOOD UNIVERSITY","Direct Loan Parent PLUS",326,695,363,4820713,4820713,326,695,363,4820713,4820713,"No","No",NA,"Yes"
"228",16055,101912,2017,"Alabama","00103300","OAKWOOD UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"229",16056,101912,2017,"Alabama","00103300","OAKWOOD UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"230",16057,101912,2017,"Alabama","00103300","OAKWOOD UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"231",16058,101912,2017,"Alabama","00103300","OAKWOOD UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"232",16059,102049,2017,"Alabama","00103600","SAMFORD UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"233",16060,102049,2017,"Alabama","00103600","SAMFORD UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1054,1984,1064,4167718,4167718,1054,1984,1064,4167718,4167718,"No","No",NA,"No"
"234",16061,102049,2017,"Alabama","00103600","SAMFORD UNIVERSITY","Direct Loan Parent PLUS",369,728,420,7491358,7491358,369,728,420,7491358,7491358,"No","No",NA,"No"
"235",16062,102049,2017,"Alabama","00103600","SAMFORD UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"236",16063,102049,2017,"Alabama","00103600","SAMFORD UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"237",16064,102049,2017,"Alabama","00103600","SAMFORD UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"238",16065,102049,2017,"Alabama","00103600","SAMFORD UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"239",16066,102058,2017,"Alabama","04067300","SELMA UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"240",16067,102058,2017,"Alabama","04067300","SELMA UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",315,654,376,1125132,1125132,315,654,376,1125132,1125132,"No","No",NA,"Yes"
"241",16068,102058,2017,"Alabama","04067300","SELMA UNIVERSITY","Direct Loan Parent PLUS",11,25,12,42730,42730,11,25,12,42730,42730,"No","No",NA,"Yes"
"242",16069,102058,2017,"Alabama","04067300","SELMA UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"243",16070,102058,2017,"Alabama","04067300","SELMA UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"244",16071,102058,2017,"Alabama","04067300","SELMA UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"245",16072,102058,2017,"Alabama","04067300","SELMA UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"246",16073,102076,2017,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"247",16074,102076,2017,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",409,773,446,1350229,1350229,409,773,446,1350229,1350229,"No","No",NA,"No"
"248",16075,102076,2017,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Direct Loan Parent PLUS",9,15,9,34895,34895,9,15,9,34895,34895,"No","No",NA,"No"
"249",16076,102076,2017,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"250",16077,102076,2017,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"251",16078,102076,2017,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"252",16079,102076,2017,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"253",16080,102094,2017,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"254",16081,102094,2017,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",5535,11249,6457,22368110,22368110,5535,11249,6457,22368110,22368110,"No","No",NA,"No"
"255",16082,102094,2017,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Direct Loan Parent PLUS",2015,4016,2289,24576192,24576192,2015,4016,2289,24576193,24576193,"No","No",NA,"No"
"256",16083,102094,2017,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"257",16084,102094,2017,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"258",16085,102094,2017,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"259",16086,102094,2017,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"260",16087,102234,2017,"Alabama","00104100","SPRING HILL COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"261",16088,102234,2017,"Alabama","00104100","SPRING HILL COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",844,1821,984,3095685,3095685,844,1821,984,3095685,3095685,"No","No",NA,"No"
