"","unitid","year","fips","opeid","inst_name_fsa","loan_type","loan_recipients_unitid","num_loans_disbursed_unitid","num_loans_originated_unitid","value_loans_originated_unitid","value_loan_disbursements_unitid","loan_recipients_opeid","num_loans_disbursed_opeid","num_loans_originated_opeid","value_loans_originated_opeid","value_loan_disbursements_opeid","allocation_flag","combined_flag","other_assoc_opeids"
"142",101514,2010,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1469,2496,1469,3473937,3433776,1469,2496,1469,3473937,3433776,"No","No",""
"143",101514,2010,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Direct Loan Parent PLUS",21,42,21,83344,83189,21,42,21,83344,83189,"No","No",""
"144",101514,2010,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"145",101514,2010,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"146",101514,2010,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"147",101514,2010,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"148",101541,2010,"Alabama","00102300","JUDSON COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",185,344,206,701465,692540,185,344,206,701465,692540,"No","No",""
"149",101541,2010,"Alabama","00102300","JUDSON COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",192,458,270,666631,654911,192,458,270,666631,654911,"No","No",""
"150",101541,2010,"Alabama","00102300","JUDSON COLLEGE","Direct Loan Parent PLUS",55,107,60,409495,408209,55,107,60,409495,408209,"No","No",""
"151",101541,2010,"Alabama","00102300","JUDSON COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"152",101541,2010,"Alabama","00102300","JUDSON COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"153",101541,2010,"Alabama","00102300","JUDSON COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"154",101541,2010,"Alabama","00102300","JUDSON COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"155",101587,2010,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",1476,2991,1476,5396677,5396744,1476,2991,1476,5396677,5396744,"No","No",""
"156",101587,2010,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",1642,3463,1642,6758601,6744868,1642,3463,1642,6758601,6744868,"No","No",""
"157",101587,2010,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Direct Loan Parent PLUS",144,251,144,815250,799014,144,251,144,815250,799014,"No","No",""
"158",101587,2010,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"159",101587,2010,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"160",101587,2010,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"161",101587,2010,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"162",101648,2010,"Alabama","00102600","MARION MILITARY INSTITUTE","Subsidized Direct Loan&ndash,Undergraduate",159,285,159,433526,387741,159,285,159,433526,387741,"No","No",""
"163",101648,2010,"Alabama","00102600","MARION MILITARY INSTITUTE","Unsubsidized Direct Loan&ndash,Undergraduate",187,345,188,647812,591110,187,345,188,647812,591110,"No","No",""
"164",101648,2010,"Alabama","00102600","MARION MILITARY INSTITUTE","Direct Loan Parent PLUS",21,44,23,116041,95695,21,44,23,116041,95695,"No","No",""
"165",101648,2010,"Alabama","00102600","MARION MILITARY INSTITUTE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"166",101648,2010,"Alabama","00102600","MARION MILITARY INSTITUTE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"167",101648,2010,"Alabama","00102600","MARION MILITARY INSTITUTE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"168",101648,2010,"Alabama","00102600","MARION MILITARY INSTITUTE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"169",101675,2010,"Alabama","00102800","MILES COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",1626,3465,1847,6350272,6006698,1626,3465,1847,6350272,6006698,"No","No",""
"170",101675,2010,"Alabama","00102800","MILES COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1606,4083,2181,5973851,5566924,1606,4083,2181,5973851,5566924,"No","No",""
"171",101675,2010,"Alabama","00102800","MILES COLLEGE","Direct Loan Parent PLUS",359,796,419,2074865,2002915,359,796,419,2074865,2002915,"No","No",""
"172",101675,2010,"Alabama","00102800","MILES COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"173",101675,2010,"Alabama","00102800","MILES COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"174",101675,2010,"Alabama","00102800","MILES COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"175",101675,2010,"Alabama","00102800","MILES COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"176",101693,2010,"Alabama","00102900","UNIVERSITY OF MOBILE","Subsidized Direct Loan&ndash,Undergraduate",1088,2191,1160,4352343,4343817,1088,2191,1160,4352343,4343817,"No","No",""
"177",101693,2010,"Alabama","00102900","UNIVERSITY OF MOBILE","Unsubsidized Direct Loan&ndash,Undergraduate",1218,2569,1377,5779145,5770640,1218,2569,1377,5779145,5770640,"No","No",""
"178",101693,2010,"Alabama","00102900","UNIVERSITY OF MOBILE","Direct Loan Parent PLUS",141,276,150,1037891,1019998,141,276,150,1037891,1019998,"No","No",""
"179",101693,2010,"Alabama","00102900","UNIVERSITY OF MOBILE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"180",101693,2010,"Alabama","00102900","UNIVERSITY OF MOBILE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"181",101693,2010,"Alabama","00102900","UNIVERSITY OF MOBILE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"182",101693,2010,"Alabama","00102900","UNIVERSITY OF MOBILE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"183",101709,2010,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Subsidized Direct Loan&ndash,Undergraduate",1230,2554,1387,4849484,4846397,1230,2554,1387,4849484,4846397,"No","No",""
"184",101709,2010,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Unsubsidized Direct Loan&ndash,Undergraduate",1347,2880,1565,5559508,5540954,1347,2880,1565,5559508,5540954,"No","No",""
"185",101709,2010,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Direct Loan Parent PLUS",121,247,137,685387,677904,121,247,137,685387,677904,"No","No",""
"186",101709,2010,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"187",101709,2010,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"188",101709,2010,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"189",101709,2010,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"190",101736,2010,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",1210,2389,1316,3341634,3323276,1210,2389,1316,3341634,3323276,"No","No",""
"191",101736,2010,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",880,1881,1017,2277521,2265704,880,1881,1017,2277521,2265704,"No","No",""
"192",101736,2010,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"193",101736,2010,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"194",101736,2010,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"195",101736,2010,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"196",101736,2010,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"197",101879,2010,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",2515,4933,2774,9309207,9263149,2515,4933,2774,9309207,9263149,"No","No",""
"198",101879,2010,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",2498,4947,2825,9582756,9514515,2498,4947,2825,9582756,9514515,"No","No",""
"199",101879,2010,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Direct Loan Parent PLUS",174,354,194,1008453,990798,174,354,194,1008453,990798,"No","No",""
"200",101879,2010,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"201",101879,2010,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"202",101879,2010,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"203",101879,2010,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"204",101897,2010,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",444,1062,553,1160722,1083194,444,1062,553,1160722,1083194,"No","No",""
"205",101897,2010,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",113,275,142,290983,279316,113,275,142,290983,279316,"No","No",""
"206",101897,2010,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"207",101897,2010,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"208",101897,2010,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"209",101897,2010,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"210",101897,2010,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"211",101912,2010,"Alabama","00103300","OAKWOOD UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",1314,2352,1359,5421062,5407662,1314,2352,1359,5421062,5407662,"No","No",""
"212",101912,2010,"Alabama","00103300","OAKWOOD UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1373,2597,1501,5527315,5516130,1373,2597,1501,5527315,5516130,"No","No",""
"213",101912,2010,"Alabama","00103300","OAKWOOD UNIVERSITY","Direct Loan Parent PLUS",265,471,279,3044745,3033319,265,471,279,3044745,3033319,"No","No",""
"214",101912,2010,"Alabama","00103300","OAKWOOD UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"215",101912,2010,"Alabama","00103300","OAKWOOD UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"216",101912,2010,"Alabama","00103300","OAKWOOD UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"217",101912,2010,"Alabama","00103300","OAKWOOD UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"218",101958,2010,"Alabama","02296000","PRINCE INSTITUTE - SOUTHEAST","Subsidized Direct Loan&ndash,Undergraduate",127,420,166,528277,481120,127,420,166,528277,481120,"No","No",""
"219",101958,2010,"Alabama","02296000","PRINCE INSTITUTE - SOUTHEAST","Unsubsidized Direct Loan&ndash,Undergraduate",122,403,169,652039,580561,122,403,169,652039,580561,"No","No",""
"220",101958,2010,"Alabama","02296000","PRINCE INSTITUTE - SOUTHEAST","Direct Loan Parent PLUS",6,26,10,56603,56316,6,26,10,56603,56316,"No","No",""
"221",101958,2010,"Alabama","02296000","PRINCE INSTITUTE - SOUTHEAST","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"222",101958,2010,"Alabama","02296000","PRINCE INSTITUTE - SOUTHEAST","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"223",101958,2010,"Alabama","02296000","PRINCE INSTITUTE - SOUTHEAST","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"224",101958,2010,"Alabama","02296000","PRINCE INSTITUTE - SOUTHEAST","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"225",102049,2010,"Alabama","00103600","SAMFORD UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",916,1754,971,3751169,3721914,916,1754,971,3751169,3721914,"No","No",""
"226",102049,2010,"Alabama","00103600","SAMFORD UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1031,2070,1149,3977196,3941733,1031,2070,1149,3977196,3941733,"No","No",""
"227",102049,2010,"Alabama","00103600","SAMFORD UNIVERSITY","Direct Loan Parent PLUS",535,1134,638,8432824,8355156,535,1134,638,8432824,8355156,"No","No",""
"228",102049,2010,"Alabama","00103600","SAMFORD UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"229",102049,2010,"Alabama","00103600","SAMFORD UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"230",102049,2010,"Alabama","00103600","SAMFORD UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"231",102049,2010,"Alabama","00103600","SAMFORD UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"232",102058,2010,"Alabama","04067300","SELMA UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",357,449,435,808004,799900,357,449,435,808004,799900,"No","No",""
"233",102058,2010,"Alabama","04067300","SELMA UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",246,308,303,319381,319260,246,308,303,319381,319260,"No","No",""
"234",102058,2010,"Alabama","04067300","SELMA UNIVERSITY","Direct Loan Parent PLUS",1,1,1,1000,1000,1,1,1,1000,1000,"No","No",""
"235",102058,2010,"Alabama","04067300","SELMA UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"236",102058,2010,"Alabama","04067300","SELMA UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"237",102058,2010,"Alabama","04067300","SELMA UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"238",102058,2010,"Alabama","04067300","SELMA UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"239",102094,2010,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",5571,9995,6053,22444492,20859186,5571,9995,6053,22444492,20859186,"No","No",""
"240",102094,2010,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",6189,11455,6885,29184680,26731852,6189,11455,6885,29184679,26731852,"No","No",""
"241",102094,2010,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Direct Loan Parent PLUS",648,1207,716,4952718,4751021,648,1207,716,4952718,4751021,"No","No",""
"242",102094,2010,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"243",102094,2010,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"244",102094,2010,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"245",102094,2010,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"246",102234,2010,"Alabama","00104100","SPRING HILL COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",810,1594,861,3301587,3289329,810,1594,861,3301587,3289329,"No","No",""
"247",102234,2010,"Alabama","00104100","SPRING HILL COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",901,1933,1029,3635793,3622327,901,1933,1029,3635793,3622327,"No","No",""
"248",102234,2010,"Alabama","00104100","SPRING HILL COLLEGE","Direct Loan Parent PLUS",216,447,244,2298685,2290500,216,447,244,2298685,2290500,"No","No",""
"249",102234,2010,"Alabama","00104100","SPRING HILL COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"250",102234,2010,"Alabama","00104100","SPRING HILL COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"251",102234,2010,"Alabama","00104100","SPRING HILL COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"252",102234,2010,"Alabama","00104100","SPRING HILL COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"253",102261,2010,"Alabama","02270400","SOUTHEASTERN BIBLE COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",158,270,158,630822,614119,158,270,158,630822,614119,"No","No",""
"254",102261,2010,"Alabama","02270400","SOUTHEASTERN BIBLE COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",165,283,166,825675,808065,165,283,166,825675,808065,"No","No",""
"255",102261,2010,"Alabama","02270400","SOUTHEASTERN BIBLE COLLEGE","Direct Loan Parent PLUS",14,23,15,86004,76402,14,23,15,86004,76402,"No","No",""
"256",102261,2010,"Alabama","02270400","SOUTHEASTERN BIBLE COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"257",102261,2010,"Alabama","02270400","SOUTHEASTERN BIBLE COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"258",102261,2010,"Alabama","02270400","SOUTHEASTERN BIBLE COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"259",102261,2010,"Alabama","02270400","SOUTHEASTERN BIBLE COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"260",102270,2010,"Alabama","00104400","STILLMAN COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",928,1866,928,3706632,3685506,928,1866,928,3706632,3685506,"No","No",""
"261",102270,2010,"Alabama","00104400","STILLMAN COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",897,1724,898,3558629,3515026,897,1724,898,3558629,3515026,"No","No",""
"262",102270,2010,"Alabama","00104400","STILLMAN COLLEGE","Direct Loan Parent PLUS",292,570,293,2332708,2318163,292,570,293,2332708,2318163,"No","No",""
"263",102270,2010,"Alabama","00104400","STILLMAN COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"264",102270,2010,"Alabama","00104400","STILLMAN COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"265",102270,2010,"Alabama","00104400","STILLMAN COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"266",102270,2010,"Alabama","00104400","STILLMAN COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"267",102298,2010,"Alabama","00104600","TALLADEGA COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",567,1047,570,2300862,2282112,567,1047,570,2300862,2282112,"No","No",""
"268",102298,2010,"Alabama","00104600","TALLADEGA COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",572,1106,590,2141517,2115387,572,1106,590,2141517,2115387,"No","No",""
"269",102298,2010,"Alabama","00104600","TALLADEGA COLLEGE","Direct Loan Parent PLUS",83,176,87,613785,610591,83,176,87,613785,610591,"No","No",""
"270",102298,2010,"Alabama","00104600","TALLADEGA COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"271",102298,2010,"Alabama","00104600","TALLADEGA COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"272",102298,2010,"Alabama","00104600","TALLADEGA COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"273",102298,2010,"Alabama","00104600","TALLADEGA COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"274",102368,2010,"Alabama","00104700","TROY UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",13848,31832,13853,55113472,51870272,13848,31832,13853,55113470,51870273,"No","No",""
